symbol,asd,devreg,cns,housekeeping,gene_len,protein_len,transcripts,te,rvis
DNAJC9,no link,non-devreg,non-CNS,housekeeping,4681,260,2,6,0.28
DNAL1,no link,non-devreg,non-CNS,luxury,58854,190,4,177,0.26
DNAL4,no link,non-devreg,non-CNS,luxury,15649,105,2,27,-0.1
DNALI1,no link,non-devreg,non-CNS,luxury,9939,280,2,8,0.37
DNASE1,no link,non-devreg,non-CNS,luxury,5157,282,2,4,0.38
DNASE1L1,no link,non-devreg,non-CNS,luxury,10849,302,10,20,-0.03
DNASE1L2,no link,non-devreg,non-CNS,luxury,2245,299,4,1,-0.09
DNASE1L3,no link,non-devreg,non-CNS,luxury,18378,305,4,40,0.31
DNASE2,no link,non-devreg,non-CNS,housekeeping,6311,360,2,16,0.39
DNASE2B,no link,non-devreg,non-CNS,luxury,16477,361,4,18,0.88
DND1,no link,non-devreg,non-CNS,luxury,2791,353,2,2,NA
DNER,no link,non-devreg,CNS,luxury,356942,737,2,511,-1.02
DNHD1,no link,non-devreg,non-CNS,luxury,74729,4753,4,115,6.68
DNLZ,no link,non-devreg,non-CNS,housekeeping,1912,178,2,1,NA
DNM1,no link,non-devreg,non-CNS,luxury,51865,864,10,101,-0.56
DNM1L,no link,Devreg,non-CNS,housekeeping,66448,736,14,114,-0.98
DNM2,no link,Devreg,non-CNS,housekeeping,113858,870,10,272,-1.33
DNM3,no link,Devreg,non-CNS,luxury,571240,863,6,705,-1.11
DNMBP,no link,non-devreg,non-CNS,luxury,134343,1577,2,270,-0.47
DNMT1,no link,non-devreg,non-CNS,luxury,61734,1632,4,117,-1.54
DNMT3A,no link,non-devreg,non-CNS,luxury,108955,912,8,162,-1.13
DNMT3B,no link,Devreg,non-CNS,luxury,46972,853,12,71,-1.7
DNMT3L,no link,non-devreg,non-CNS,luxury,15878,387,4,22,-0.49
DNPEP,no link,non-devreg,non-CNS,luxury,14483,485,2,26,0.24
DNPH1,no link,non-devreg,non-CNS,luxury,3845,174,4,7,NA
DNTT,no link,non-devreg,non-CNS,luxury,34237,509,4,50,-0.29
DNTTIP1,no link,non-devreg,non-CNS,housekeeping,19491,329,2,46,0.01
DNTTIP2,no link,non-devreg,non-CNS,housekeeping,9749,756,2,11,-0.13
DOC2A,asd-linked,non-devreg,non-CNS,luxury,5567,400,8,3,-0.56
DOC2B,no link,non-devreg,non-CNS,luxury,25410,412,2,81,NA
DOCK1,no link,non-devreg,non-CNS,luxury,656758,1865,4,536,NA
DOCK10,no link,non-devreg,non-CNS,luxury,277524,2186,4,338,-1.07
DOCK11,no link,non-devreg,non-CNS,luxury,190252,2073,2,310,-0.08
DOCK2,no link,non-devreg,non-CNS,luxury,446136,1830,2,782,-1.16
DOCK3,no link,non-devreg,non-CNS,luxury,708958,2030,2,1020,-1.88
DOCK4,asd-linked,non-devreg,non-CNS,luxury,480299,1966,2,638,-0.83
DOCK5,no link,non-devreg,non-CNS,luxury,228333,1870,2,394,-2.35
DOCK6,no link,non-devreg,non-CNS,luxury,63200,2047,2,147,-0.94
DOCK7,no link,Devreg,CNS,luxury,233643,2129,10,384,-2.54
DOCK8,no link,non-devreg,non-CNS,luxury,250395,2099,6,390,-1.94
DOCK9,no link,non-devreg,non-CNS,luxury,292920,2069,8,371,-2.78
DOHH,no link,non-devreg,non-CNS,housekeeping,9803,302,4,28,NA
DOK1,no link,non-devreg,non-CNS,luxury,3167,481,4,0,-0.69
DOK2,no link,non-devreg,non-CNS,luxury,4822,412,2,2,-0.42
DOK3,no link,non-devreg,non-CNS,luxury,6108,496,6,15,-0.08
DOK4,no link,non-devreg,non-CNS,luxury,14516,326,2,12,-0.67
DOK5,no link,non-devreg,non-CNS,luxury,175445,306,6,318,-0.58
DOK6,no link,non-devreg,non-CNS,luxury,448039,331,2,548,0.28
DOK7,no link,non-devreg,non-CNS,luxury,31177,504,8,17,NA
DOLK,no link,non-devreg,non-CNS,housekeeping,2204,538,2,0,-0.84
DOLPP1,no link,non-devreg,non-CNS,luxury,9335,238,4,15,-0.36
DONSON,no link,non-devreg,non-CNS,luxury,11409,566,2,12,0.31
DOPEY1,no link,non-devreg,non-CNS,luxury,101091,2476,4,159,-1.05
DOPEY2,no link,non-devreg,non-CNS,luxury,129734,2298,2,277,-3.65
DOT1L,no link,non-devreg,non-CNS,luxury,68430,1537,2,92,-3.18
DPAGT1,no link,non-devreg,non-CNS,housekeeping,5573,408,2,9,0.06
DPCD,no link,non-devreg,CNS,luxury,21322,203,2,41,0.35
DPCR1,no link,non-devreg,non-CNS,luxury,13222,1393,2,16,2.82
DPEP1,no link,non-devreg,non-CNS,luxury,17840,411,4,33,-0.77
DPEP2,no link,non-devreg,non-CNS,luxury,12129,486,2,16,-0.18
DPEP3,no link,non-devreg,non-CNS,luxury,4887,513,4,2,0.15
DPF1,no link,non-devreg,non-CNS,luxury,13242,414,8,19,-0.32
DPF2,no link,non-devreg,non-CNS,luxury,19227,391,2,32,-0.45
DPF3,no link,non-devreg,non-CNS,luxury,224150,357,8,414,-0.54
DPH1,no link,non-devreg,non-CNS,housekeeping,13295,443,2,19,0.4
DPH2,no link,non-devreg,non-CNS,housekeeping,3391,489,4,2,-0.14
DPH3,no link,non-devreg,non-CNS,housekeeping,7929,82,4,7,0.1
DPH3P1,no link,non-devreg,non-CNS,luxury,1068,78,2,1,NA
DPH5,no link,non-devreg,non-CNS,housekeeping,36183,285,6,64,0.3
DPH6,no link,non-devreg,non-CNS,luxury,175235,267,4,216,0.68
DPH7,asd-linked,non-devreg,non-CNS,housekeeping,14449,163,2,19,0.24
DPM1,no link,non-devreg,non-CNS,housekeeping,23656,260,2,39,0.04
DPM2,no link,non-devreg,non-CNS,luxury,3390,84,2,5,0.46
DPM3,no link,non-devreg,non-CNS,luxury,517,122,4,1,-0.01
DPP10,no link,non-devreg,non-CNS,luxury,682814,800,10,815,0.38
DPP3,no link,non-devreg,non-CNS,luxury,29647,737,6,93,0.87
DPP4,no link,non-devreg,non-CNS,luxury,82298,766,2,96,-0.97
DPP6,no link,non-devreg,non-CNS,luxury,936219,865,10,1021,NA
DPP7,no link,non-devreg,non-CNS,housekeeping,4204,492,2,2,0.25
DPP8,no link,non-devreg,non-CNS,luxury,72038,882,8,156,-0.78
DPP9,no link,non-devreg,non-CNS,luxury,48612,892,2,84,-0.8
DPP9-AS1,no link,non-devreg,non-CNS,luxury,6667,216,2,10,NA
DPPA2,no link,non-devreg,non-CNS,luxury,22730,298,2,60,0.31
DPPA3,no link,non-devreg,non-CNS,luxury,6064,159,2,11,0.59
DPPA4,no link,non-devreg,non-CNS,luxury,11432,304,2,20,0.1
DPPA5,no link,non-devreg,non-CNS,luxury,1215,116,2,0,0.26
DPRX,no link,non-devreg,non-CNS,luxury,4954,191,2,12,0.02
DPT,no link,non-devreg,non-CNS,luxury,33748,201,2,41,0.68
DPY19L1,no link,non-devreg,non-CNS,luxury,109161,675,2,137,-0.4
DPY19L2,no link,non-devreg,non-CNS,luxury,109662,758,2,148,1.35
DPY19L3,no link,non-devreg,non-CNS,luxury,80145,716,4,124,-0.66
DPY19L4,no link,non-devreg,non-CNS,luxury,73974,723,2,170,0.31
DPY30,no link,non-devreg,non-CNS,housekeeping,15873,99,2,45,0.06
DPYD,asd-linked,non-devreg,non-CNS,luxury,843316,1025,4,1013,1.43
DPYS,no link,non-devreg,non-CNS,luxury,87626,519,2,151,-1.04
DPYSL2,no link,Devreg,CNS,luxury,143985,677,6,238,-0.76
DPYSL3,no link,Devreg,non-CNS,luxury,119249,684,4,164,-0.36
DPYSL4,no link,non-devreg,non-CNS,luxury,18867,572,2,5,-1.5
DPYSL5,no link,non-devreg,non-CNS,luxury,102251,564,6,172,-0.49
DQX1,no link,non-devreg,non-CNS,luxury,8151,717,2,7,-0.18
DR1,no link,non-devreg,non-CNS,housekeeping,16671,176,2,15,0.35
DRAM1,no link,non-devreg,non-CNS,luxury,46297,238,2,86,-0.23
DRAM2,no link,non-devreg,non-CNS,housekeeping,22885,266,2,36,-0.18
DRAP1,no link,non-devreg,non-CNS,housekeeping,2321,205,2,0,-0.38
DRAXIN,no link,Devreg,CNS,luxury,28556,349,2,61,1.22
DRC1,no link,non-devreg,non-CNS,luxury,54796,740,2,103,0.9
DRC7,no link,non-devreg,non-CNS,luxury,36655,874,6,69,0.72
DRD1,no link,non-devreg,CNS,luxury,3489,446,2,0,-0.4
DRD2,asd-linked,Devreg,CNS,luxury,65685,443,4,103,-0.6
DRD3,asd-linked,Devreg,non-CNS,luxury,50343,400,8,97,-0.36
DRD4,asd-linked,non-devreg,non-CNS,luxury,3401,419,2,3,NA
DRD5,no link,non-devreg,non-CNS,luxury,2376,477,2,0,0.37
DRG1,no link,non-devreg,non-CNS,luxury,34634,367,2,112,-0.19
DRG2,no link,non-devreg,non-CNS,housekeeping,20119,364,2,39,0.19
DRGX,no link,non-devreg,CNS,luxury,29902,263,2,37,-0.03
DRICH1,no link,non-devreg,non-CNS,luxury,23870,229,2,27,1.28
DROSHA,no link,non-devreg,non-CNS,housekeeping,131681,1374,4,185,-0.46
DRP2,no link,non-devreg,CNS,luxury,44553,957,4,64,-0.46
DSC1,no link,non-devreg,non-CNS,luxury,33606,894,4,29,0.76
DSC2,no link,non-devreg,non-CNS,luxury,36447,901,4,41,-1.22
DSC3,no link,non-devreg,non-CNS,luxury,52730,896,4,70,0.3
DSCAM,no link,Devreg,non-CNS,luxury,834697,2012,4,1089,-3.29
DSCAML1,no link,non-devreg,CNS,luxury,369488,2113,2,574,-4.22
DSCC1,no link,non-devreg,non-CNS,luxury,21990,393,2,50,-0.03
DSCR3,no link,non-devreg,non-CNS,housekeeping,44108,297,2,71,-0.27
DSCR4,no link,non-devreg,non-CNS,luxury,67142,118,2,114,NA
DSE,no link,non-devreg,non-CNS,luxury,158160,958,4,207,-0.35
DSEL,no link,non-devreg,non-CNS,luxury,10149,1222,2,2,-0.19
DSG1,no link,non-devreg,non-CNS,luxury,39342,1049,2,28,1.64
DSG2,no link,non-devreg,non-CNS,luxury,50788,1118,2,79,2.3
DSG3,no link,non-devreg,non-CNS,luxury,30934,999,2,29,-0.7
DSG4,no link,non-devreg,non-CNS,luxury,37141,1040,4,36,1.83
DSN1,no link,non-devreg,non-CNS,luxury,21961,356,10,55,-0.14
DSP,no link,non-devreg,non-CNS,luxury,45077,2871,4,39,-2.23
DSPP,no link,non-devreg,non-CNS,luxury,8345,1301,2,3,4.04
DST,asd-linked,non-devreg,non-CNS,luxury,496642,5675,10,626,-0.53
DSTN,no link,non-devreg,non-CNS,luxury,38054,165,4,76,0.06
DSTYK,no link,non-devreg,non-CNS,luxury,69097,929,4,127,0.09
DTD1,no link,non-devreg,non-CNS,luxury,176005,209,2,246,-0.21
DTD2,no link,non-devreg,non-CNS,luxury,11438,168,2,14,-0.05
DTHD1,no link,non-devreg,non-CNS,luxury,60764,781,4,84,1.59
DTL,no link,non-devreg,non-CNS,luxury,69269,730,6,97,0.04
DTNA,no link,non-devreg,non-CNS,luxury,135869,743,34,152,-0.51
DTNB,no link,non-devreg,non-CNS,luxury,296450,627,16,588,-0.8
DTNBP1,no link,non-devreg,non-CNS,luxury,140258,351,10,224,0.67
DTWD1,no link,non-devreg,non-CNS,housekeeping,24108,304,4,29,0.13
DTWD2,no link,non-devreg,non-CNS,luxury,151672,298,2,272,-0.45
DTX1,no link,Devreg,non-CNS,luxury,40172,620,2,87,-0.89
DTX2,no link,non-devreg,non-CNS,luxury,44341,622,8,78,-0.68
DTX3,no link,non-devreg,non-CNS,luxury,4980,347,6,1,-0.49
DTX3L,no link,non-devreg,non-CNS,luxury,10865,740,2,17,-0.35
DTX4,no link,non-devreg,non-CNS,luxury,36249,619,4,55,-0.29
DTYMK,no link,non-devreg,non-CNS,luxury,11227,212,4,24,-0.54
DUOX1,no link,non-devreg,non-CNS,luxury,35583,1551,4,42,-2.42
DUOX2,no link,non-devreg,CNS,luxury,21508,1548,2,18,0.23
DUOXA1,no link,Devreg,non-CNS,luxury,12496,483,12,15,0.26
DUOXA2,no link,non-devreg,non-CNS,luxury,3779,320,2,2,-0.43
DUPD1,no link,non-devreg,non-CNS,luxury,20679,220,2,40,0.62
DUS1L,asd-linked,non-devreg,non-CNS,luxury,7950,473,2,0,-0.87
DUS2,no link,non-devreg,non-CNS,luxury,56380,493,6,135,-0.4
DUS3L,no link,non-devreg,non-CNS,luxury,6097,650,4,4,-0.69
DUS4L,no link,non-devreg,non-CNS,luxury,14567,317,4,20,0.02
DUSP1,no link,non-devreg,non-CNS,luxury,3111,367,2,1,NA
DUSP10,no link,Devreg,CNS,luxury,40753,482,2,35,-0.49
DUSP11,no link,non-devreg,non-CNS,housekeeping,17960,377,2,38,0.22
DUSP12,no link,non-devreg,non-CNS,luxury,7372,340,2,13,-0.14
DUSP13,no link,non-devreg,non-CNS,luxury,14781,291,8,24,1.42
DUSP14,no link,non-devreg,non-CNS,housekeeping,23638,198,2,47,-0.3
DUSP15,asd-linked,non-devreg,non-CNS,luxury,9610,235,6,15,NA
DUSP16,no link,non-devreg,non-CNS,housekeeping,89233,665,2,119,-0.78
DUSP18,no link,non-devreg,non-CNS,luxury,5834,188,8,9,-0.18
DUSP19,no link,non-devreg,non-CNS,luxury,21436,217,4,33,0.08
DUSP2,no link,non-devreg,non-CNS,luxury,2272,314,2,0,NA
DUSP21,no link,non-devreg,non-CNS,luxury,886,190,2,0,0.22
DUSP22,no link,non-devreg,non-CNS,housekeeping,59255,184,4,61,0.28
DUSP23,no link,non-devreg,non-CNS,luxury,1575,150,2,1,NA
DUSP26,no link,non-devreg,non-CNS,luxury,8586,211,2,16,-0.29
DUSP27,no link,non-devreg,non-CNS,luxury,34332,1158,2,51,0.97
DUSP28,no link,non-devreg,non-CNS,luxury,3961,176,2,2,NA
DUSP3,asd-linked,non-devreg,non-CNS,luxury,12880,185,2,28,-0.32
DUSP4,no link,non-devreg,non-CNS,luxury,17689,394,4,12,-0.45
DUSP5,no link,non-devreg,non-CNS,luxury,13678,384,2,8,1.37
DUSP6,no link,Devreg,non-CNS,luxury,4460,381,4,0,0.1
DUSP7,no link,non-devreg,non-CNS,luxury,7525,419,2,4,-0.45
DUSP8,no link,non-devreg,non-CNS,luxury,17870,625,2,0,NA
DUSP9,no link,non-devreg,non-CNS,luxury,8885,384,2,5,NA
DUT,no link,non-devreg,non-CNS,housekeeping,11950,252,6,11,NA
DUX4,no link,non-devreg,non-CNS,luxury,1380,424,2,0,NA
DUXA,no link,non-devreg,non-CNS,luxury,15763,204,2,45,0.24
DVL1,no link,Devreg,non-CNS,luxury,13835,670,2,1,-1.17
DVL2,no link,Devreg,non-CNS,luxury,9203,736,2,8,-1.21
DVL3,no link,Devreg,non-CNS,housekeeping,18031,716,2,25,-0.96
DXO,no link,non-devreg,non-CNS,luxury,2445,396,2,0,0.17
DYDC1,no link,non-devreg,non-CNS,luxury,20654,177,4,42,-0.03
DYDC2,no link,non-devreg,non-CNS,luxury,23329,191,6,39,0.88
DYM,no link,non-devreg,non-CNS,housekeeping,416908,669,2,689,-0.75
DYNAP,asd-linked,non-devreg,non-CNS,luxury,8335,210,2,10,0.68
DYNC1H1,no link,non-devreg,non-CNS,luxury,86271,4646,2,134,-6.01
DYNC1I1,no link,non-devreg,non-CNS,luxury,325919,645,10,340,-0.58
DYNC1I2,no link,non-devreg,non-CNS,luxury,62750,638,14,82,-0.58
DYNC1LI1,no link,non-devreg,non-CNS,housekeeping,44904,523,2,88,0.51
DYNC1LI2,no link,non-devreg,non-CNS,luxury,30727,492,4,45,-0.69
DYNC2H1,no link,non-devreg,CNS,luxury,370432,4314,4,477,-0.35
DYNC2LI1,no link,non-devreg,non-CNS,luxury,35972,352,6,54,1.6
DYNLL1,no link,non-devreg,CNS,luxury,2440,89,6,0,0.12
DYNLL2,no link,non-devreg,non-CNS,housekeeping,6839,89,2,5,0.06
DYNLRB1,asd-linked,non-devreg,non-CNS,housekeeping,24559,96,10,58,-0.01
DYNLRB2,no link,non-devreg,non-CNS,luxury,9688,96,4,12,0.08
DYNLT1,no link,Devreg,non-CNS,housekeeping,8298,113,6,9,-0.12
DYNLT3,no link,non-devreg,non-CNS,luxury,8801,116,2,12,-0.01
DYRK1A,asd-linked,non-devreg,non-CNS,luxury,52582,85,8,86,-0.42
DYRK1B,no link,non-devreg,non-CNS,luxury,8852,629,6,8,-0.84
DYRK2,no link,non-devreg,non-CNS,luxury,13933,601,4,8,-0.58
DYRK3,no link,non-devreg,non-CNS,luxury,13662,588,4,18,0.17
DYRK4,no link,non-devreg,non-CNS,luxury,23798,520,6,33,7.61e-5
DYSF,no link,non-devreg,non-CNS,luxury,220062,2119,28,325,-1.31
DYTN,no link,non-devreg,non-CNS,luxury,66776,578,2,103,2.65
DYX1C1,no link,non-devreg,non-CNS,luxury,77927,420,6,179,1.09
DZANK1,no link,non-devreg,non-CNS,luxury,83819,752,2,151,0.53
DZIP1,no link,non-devreg,non-CNS,luxury,66505,867,4,103,-0.69
DZIP1L,no link,non-devreg,non-CNS,luxury,53625,767,4,93,0.01
DZIP3,no link,non-devreg,non-CNS,luxury,105357,1208,2,140,-1.1
E2F1,no link,Devreg,CNS,luxury,10919,437,2,20,0.31
E2F2,no link,non-devreg,non-CNS,luxury,24793,437,2,57,1.22
E2F3,no link,non-devreg,non-CNS,luxury,91809,465,4,146,0.35
E2F4,no link,non-devreg,non-CNS,housekeeping,6754,413,2,3,-0.74
E2F5,no link,non-devreg,non-CNS,luxury,37135,346,6,52,0.19
E2F6,no link,non-devreg,non-CNS,luxury,21803,281,12,32,0.04
E2F7,no link,non-devreg,non-CNS,luxury,44335,911,2,62,0.09
E2F8,no link,non-devreg,non-CNS,luxury,17558,867,6,18,-0.77
E4F1,no link,Devreg,non-CNS,housekeeping,12177,784,6,15,-0.73
EAF1,no link,non-devreg,non-CNS,housekeeping,15057,268,2,23,0.62
EAF2,no link,Devreg,non-CNS,luxury,51340,260,2,80,0.13
EAPP,no link,non-devreg,non-CNS,housekeeping,23809,285,2,74,0.42
EARS2,no link,non-devreg,non-CNS,housekeeping,35363,523,2,109,0.04
EBAG9,no link,non-devreg,non-CNS,housekeeping,25463,213,6,37,-0.1
EBF1,no link,non-devreg,non-CNS,luxury,403866,591,6,417,-0.47
EBF2,no link,non-devreg,non-CNS,luxury,203395,575,2,211,-0.62
EBF3,no link,non-devreg,non-CNS,luxury,128596,551,2,50,-0.65
EBF4,no link,non-devreg,non-CNS,luxury,67231,598,2,108,NA
EBI3,no link,non-devreg,non-CNS,luxury,7985,229,2,23,-0.49
EBLN1,no link,non-devreg,non-CNS,luxury,1170,366,2,0,NA
EBLN2,no link,non-devreg,non-CNS,luxury,1662,272,2,1,0.91
EBNA1BP2,no link,non-devreg,non-CNS,housekeeping,8397,361,4,13,0.42
EBP,no link,non-devreg,non-CNS,luxury,6941,230,2,21,-0.14
EBPL,no link,non-devreg,non-CNS,luxury,30814,206,4,63,-0.14
ECD,no link,non-devreg,non-CNS,housekeeping,33572,644,6,75,0.05
ECE1,no link,non-devreg,non-CNS,luxury,73027,767,8,167,-0.69
ECE2,no link,non-devreg,CNS,luxury,43375,883,10,103,-0.87
ECEL1,no link,non-devreg,non-CNS,luxury,7996,775,4,1,0.0
ECH1,no link,non-devreg,non-CNS,housekeeping,14923,191,2,41,0.2
ECHDC1,no link,non-devreg,non-CNS,housekeeping,53696,307,10,81,-0.21
ECHDC2,no link,non-devreg,non-CNS,luxury,26010,292,6,58,0.06
ECHDC3,no link,non-devreg,non-CNS,luxury,21710,303,2,33,0.42
ECHS1,no link,non-devreg,non-CNS,housekeeping,10922,290,2,8,-0.07
ECI1,no link,non-devreg,non-CNS,housekeeping,11730,302,4,27,0.06
ECI2,no link,non-devreg,non-CNS,housekeeping,19905,394,6,32,0.31
ECM1,no link,Devreg,non-CNS,luxury,5779,540,6,1,-0.27
ECM2,no link,non-devreg,non-CNS,luxury,40781,699,6,61,0.42
ECSCR,no link,Devreg,non-CNS,luxury,58076,205,8,15,NA
ECSIT,no link,non-devreg,non-CNS,housekeeping,23257,431,8,72,-0.45
ECT2,no link,Devreg,non-CNS,luxury,70790,914,6,104,-0.87
ECT2L,no link,non-devreg,non-CNS,luxury,107960,904,4,214,2.85
EDA,no link,non-devreg,non-CNS,luxury,423411,391,10,576,0.26
EDA2R,no link,non-devreg,non-CNS,luxury,20391,318,6,30,0.48
EDAR,no link,non-devreg,non-CNS,luxury,94902,448,2,108,-0.44
EDARADD,no link,non-devreg,non-CNS,luxury,90329,215,4,190,0.19
EDC3,no link,non-devreg,non-CNS,housekeeping,65488,508,6,134,-0.07
EDC4,no link,non-devreg,non-CNS,housekeeping,11492,1401,2,1,-1.43
EDDM3A,no link,non-devreg,non-CNS,luxury,2441,147,2,1,0.88
EDDM3B,no link,non-devreg,non-CNS,luxury,2522,147,2,3,0.48
EDEM1,no link,non-devreg,non-CNS,luxury,32292,657,2,41,-0.96
EDEM2,no link,non-devreg,non-CNS,luxury,32002,578,4,97,-0.09
EDEM3,no link,non-devreg,non-CNS,housekeeping,64417,932,2,83,-0.66
EDF1,no link,non-devreg,non-CNS,housekeeping,4168,148,10,3,0.1
EDIL3,no link,non-devreg,non-CNS,luxury,442486,480,4,500,-0.43
EDN1,no link,Devreg,non-CNS,luxury,6899,212,4,1,-0.21
EDN2,no link,non-devreg,non-CNS,luxury,5899,178,4,9,-0.1
EDN3,no link,Devreg,non-CNS,luxury,25549,238,10,26,-0.36
EDNRA,no link,Devreg,non-CNS,luxury,64038,427,6,81,-0.38
EDNRB,no link,Devreg,non-CNS,luxury,24288,532,8,18,0.31
EDRF1,no link,non-devreg,non-CNS,luxury,44629,1238,4,52,-0.77
EEA1,no link,non-devreg,non-CNS,luxury,156823,1411,2,259,-0.55
EED,no link,non-devreg,non-CNS,housekeeping,33980,441,2,51,-0.43
EEF1A1,no link,non-devreg,non-CNS,luxury,5283,462,2,2,-0.27
EEF1A2,no link,non-devreg,non-CNS,luxury,11304,463,2,4,-0.67
EEF1B2,no link,non-devreg,non-CNS,housekeeping,3336,225,6,3,-0.03
EEF1D,no link,non-devreg,non-CNS,luxury,17979,647,16,18,0.34
EEF1E1,no link,Devreg,non-CNS,housekeeping,23201,174,4,35,-0.14
EEF1G,no link,non-devreg,non-CNS,luxury,14388,437,2,25,-0.45
EEF2,no link,non-devreg,non-CNS,housekeeping,9408,858,2,2,-2.28
EEF2K,no link,Devreg,non-CNS,luxury,82475,725,2,239,-1.48
EEF2KMT,no link,non-devreg,non-CNS,luxury,13489,330,6,23,1.62
EEFSEC,no link,non-devreg,non-CNS,housekeeping,255177,596,2,373,-0.38
EEPD1,no link,non-devreg,non-CNS,luxury,148317,569,2,251,-0.31
EFCAB1,no link,non-devreg,non-CNS,luxury,11918,211,4,6,-0.05
EFCAB11,no link,non-devreg,non-CNS,luxury,157621,163,10,262,0.7
EFCAB12,no link,non-devreg,non-CNS,luxury,27331,572,2,73,2.27
EFCAB13,no link,non-devreg,non-CNS,luxury,117351,973,4,180,0.89
EFCAB14,no link,non-devreg,non-CNS,housekeeping,43906,495,2,60,-0.27
EFCAB2,no link,non-devreg,non-CNS,luxury,117978,162,6,276,-0.01
EFCAB3,no link,non-devreg,non-CNS,luxury,46261,490,4,96,0.66
EFCAB5,no link,non-devreg,non-CNS,luxury,166848,1503,4,322,2.23
EFCAB6,no link,non-devreg,non-CNS,luxury,283594,1501,4,462,2.23
EFCAB7,no link,non-devreg,non-CNS,luxury,49352,629,2,74,1.62
EFCAB9,no link,non-devreg,non-CNS,luxury,9283,197,2,21,-0.05
EFCC1,no link,non-devreg,non-CNS,luxury,39114,598,2,88,NA
EFEMP1,no link,Devreg,non-CNS,luxury,58202,493,4,51,-0.76
EFEMP2,no link,non-devreg,non-CNS,luxury,6494,443,2,4,-0.6
EFHB,no link,non-devreg,non-CNS,luxury,54741,833,2,102,1.96
EFHC1,no link,non-devreg,CNS,luxury,75590,640,4,100,1.27
EFHC2,no link,non-devreg,non-CNS,luxury,195796,749,2,333,0.6
EFHD1,no link,non-devreg,non-CNS,luxury,49285,239,4,106,-0.14
EFHD2,no link,non-devreg,non-CNS,luxury,20449,240,2,37,-0.16
EFNA1,no link,Devreg,non-CNS,luxury,7038,205,4,4,0.26
EFNA2,no link,non-devreg,CNS,luxury,15277,213,2,13,NA
EFNA3,no link,non-devreg,non-CNS,luxury,8667,238,2,1,0.19
EFNA4,no link,non-devreg,non-CNS,luxury,5817,201,6,13,-0.16
EFNA5,no link,Devreg,non-CNS,luxury,294007,228,2,262,-0.16
EFNB1,no link,non-devreg,non-CNS,luxury,13167,346,2,4,0.22
EFNB2,no link,Devreg,non-CNS,luxury,45310,333,2,17,-0.52
EFNB3,no link,non-devreg,non-CNS,luxury,6174,340,2,1,0.1
EFR3A,no link,non-devreg,non-CNS,housekeeping,109531,821,2,126,-0.31
EFR3B,no link,non-devreg,non-CNS,luxury,117032,817,2,217,-0.4
EFS,no link,non-devreg,non-CNS,luxury,9234,561,6,15,1.73
EFTUD1,no link,non-devreg,non-CNS,housekeeping,132544,1120,4,188,0.83
EFTUD2,no link,non-devreg,non-CNS,housekeeping,49339,972,8,100,-1.15
EGF,no link,Devreg,non-CNS,luxury,100079,1207,6,128,1.3
EGFL6,no link,non-devreg,non-CNS,luxury,64001,554,4,104,1.11
EGFL7,no link,non-devreg,non-CNS,luxury,6907,273,4,1,0.17
EGFL8,no link,non-devreg,non-CNS,luxury,3958,293,2,3,0.04
EGFLAM,no link,non-devreg,non-CNS,luxury,207072,1017,8,350,1.06
EGFR,no link,non-devreg,CNS,luxury,188307,1210,8,151,-2.16
EGLN1,no link,Devreg,non-CNS,luxury,61294,426,2,113,NA
EGLN2,no link,non-devreg,non-CNS,housekeeping,9013,407,4,4,-0.78
EGLN3,no link,non-devreg,non-CNS,luxury,26864,239,2,24,-0.07
EGR1,no link,Devreg,CNS,luxury,3824,543,2,0,-0.85
EGR2,no link,non-devreg,CNS,luxury,4371,476,8,0,-0.23
EGR3,no link,Devreg,non-CNS,luxury,5642,387,6,0,-0.43
EGR4,no link,non-devreg,non-CNS,luxury,2773,589,2,0,NA
EHBP1,no link,non-devreg,non-CNS,luxury,340621,1231,8,491,-0.08
EHBP1L1,no link,non-devreg,non-CNS,luxury,16608,1523,2,14,0.08
EHD1,no link,Devreg,non-CNS,luxury,25984,534,6,33,-1.38
EHD2,no link,Devreg,non-CNS,luxury,29791,543,2,87,-1.04
EHD3,no link,non-devreg,non-CNS,luxury,34381,535,2,57,-1.13
EHD4,no link,non-devreg,non-CNS,luxury,73117,541,2,128,-0.75
EHF,no link,non-devreg,non-CNS,luxury,30824,322,6,29,-0.29
EHHADH,no link,non-devreg,non-CNS,luxury,63475,723,4,135,2.27
EHMT1,asd-linked,non-devreg,non-CNS,housekeeping,217135,1298,4,414,-1.58
EHMT2,no link,non-devreg,non-CNS,luxury,17928,1210,6,40,-0.88
EI24,no link,non-devreg,non-CNS,housekeeping,15278,341,4,24,NA
EID1,no link,non-devreg,non-CNS,luxury,2091,187,2,1,-0.08
EID2,no link,non-devreg,non-CNS,housekeeping,1392,236,2,0,0.46
EID2B,no link,non-devreg,non-CNS,luxury,1865,161,2,2,0.19
EID3,no link,non-devreg,non-CNS,luxury,1473,333,2,0,0.26
EIF1,no link,non-devreg,non-CNS,housekeeping,2772,113,2,0,0.12
EIF1AD,no link,non-devreg,non-CNS,housekeeping,5622,165,14,11,0.53
EIF1AX,no link,non-devreg,non-CNS,luxury,17331,144,2,30,0.06
EIF1AY,no link,non-devreg,non-CNS,luxury,17430,144,4,21,NA
EIF1B,no link,non-devreg,non-CNS,housekeeping,2743,113,2,0,0.06
