symbol,gi,protlen,transcripts,length,introns,mcs_ds,dmcs_ds,asd,DevReg,cns,housekeeping,RVIS,te,teLINE_L1,teLINE_L2,teSINE_MIR,teSINE_Alu,teL1_L1M,teL1_L1PA,dte,dteLINE_L1,dteLINE_L2,dteSINE_MIR,dteSINE_Alu,dteL1_L1M,dteL1_L1PA
BTG4,54766,223,2,44824,4,312,6.960556845,no link,non-devreg,non-CNS,luxury,-0.3,57,16,7,6,14,14,1,1.271640193,0.356951633,0.156166339,0.133856862,0.312332679,0.312332679,0.022309477
BTK,695,659,6,36778,17,1005,27.32611888,no link,Devreg,non-CNS,luxury,-0.12,60,11,5,7,29,11,0,1.631410082,0.299091848,0.13595084,0.190331176,0.788514873,0.299091848,0
BTLA,151888,289,4,35596,3,119,3.343072255,no link,non-devreg,non-CNS,luxury,0.81,48,5,7,7,16,2,3,1.34846612,0.140465221,0.196651309,0.196651309,0.449488707,0.056186088,0.084279132
BTN1A1,696,526,2,9195,5,220,23.92604676,asd-linked,non-devreg,non-CNS,luxury,0.84,10,1,0,0,7,1,0,1.08754758,0.108754758,0,0,0.761283306,0.108754758,0
BTN2A1,11120,527,8,11714,6,187,15.963804,no link,non-devreg,non-CNS,luxury,0.87,12,0,1,0,8,0,0,1.02441523,0,0.085367936,0,0.682943486,0,0
BTN2A2,10385,523,12,11772,6,203,17.24430853,no link,non-devreg,non-CNS,luxury,2.25,11,0,2,0,4,0,0,0.934420659,0,0.169894665,0,0.339789331,0,0
BTN3A1,11119,513,8,12980,8,12,0.92449923,no link,non-devreg,non-CNS,luxury,0.53,20,5,4,5,3,5,0,1.540832049,0.385208012,0.30816641,0.385208012,0.231124807,0.385208012,0
BTN3A2,11118,334,10,10135,7,21,2.072027627,no link,non-devreg,non-CNS,luxury,0.8,15,3,0,5,3,3,0,1.480019734,0.296003947,0,0.493339911,0.296003947,0.296003947,0
BTN3A3,10384,584,6,12944,9,0,0,no link,non-devreg,non-CNS,luxury,-0.28,19,5,3,4,3,5,0,1.467861557,0.386279357,0.231767614,0.309023486,0.231767614,0.386279357,0
BTNL3,10917,466,2,17883,6,4,0.223676117,no link,non-devreg,non-CNS,luxury,1.29,31,10,3,3,11,10,0,1.733489907,0.559190292,0.167757088,0.167757088,0.615109322,0.559190292,0
BTNL8,79908,500,12,51830,6,5,0.096469226,no link,non-devreg,non-CNS,luxury,2.51,69,39,1,3,9,36,2,1.331275323,0.752459965,0.019293845,0.057881536,0.173644607,0.694578429,0.038587691
BTNL9,153579,535,2,21299,9,224,10.51692568,no link,non-devreg,non-CNS,luxury,-0.13,22,10,3,2,4,10,0,1.032912343,0.469505611,0.140851683,0.093901122,0.187802244,0.469505611,0
BTRC,8945,605,6,203289,13,2878,14.15718509,no link,non-devreg,non-CNS,luxury,-0.38,356,93,22,24,169,88,5,1.751201491,0.457476794,0.108220317,0.118058528,0.831328798,0.432881268,0.024595527
BUB1,699,1085,6,40276,23,870,21.60095342,no link,non-devreg,non-CNS,luxury,-1.22,60,25,6,4,16,23,0,1.489720926,0.620717052,0.148972093,0.099314728,0.397258913,0.571059688,0
BUB1B,701,1050,2,60128,21,997,16.58129324,no link,non-devreg,non-CNS,luxury,-0.06,124,36,8,6,60,32,0,2.062267163,0.598722725,0.133049494,0.099787121,0.997871208,0.532197978,0
BUB3,9184,328,4,11127,6,241,21.65902759,no link,non-devreg,non-CNS,housekeeping,-0.21,6,0,2,2,1,0,0,0.539228903,0,0.179742968,0.179742968,0.089871484,0,0
BUD13,84811,619,4,24829,8,379,15.26440855,no link,non-devreg,non-CNS,luxury,0.78,52,11,8,9,17,11,0,2.094325184,0.443030327,0.322203875,0.362479359,0.684683233,0.443030327,0
BUD31,8896,144,2,10639,4,99,9.305385845,no link,non-devreg,non-CNS,luxury,-0.03,26,4,1,3,12,4,0,2.443838707,0.375975186,0.093993796,0.281981389,1.127925557,0.375975186,0
BVES,11149,360,6,39845,6,779,19.55075919,no link,Devreg,non-CNS,luxury,0.06,56,6,8,11,22,4,0,1.405446104,0.150583511,0.200778015,0.27606977,0.552139541,0.100389007,0
BYSL,705,437,2,11820,5,161,13.62098139,no link,non-devreg,non-CNS,luxury,0.44,24,0,7,4,10,0,0,2.030456853,0,0.592216582,0.338409475,0.846023689,0,0
BZRAP1,9256,1857,6,27565,30,651,23.6169055,no link,non-devreg,non-CNS,luxury,2.28,18,1,2,9,4,1,0,0.653001995,0.036277889,0.072555777,0.326500998,0.145111555,0.036277889,0
BZW1,9689,423,8,11662,10,319,27.35379866,no link,non-devreg,non-CNS,housekeeping,-0.19,11,0,0,4,6,0,0,0.943234437,0,0,0.342994341,0.514491511,0,0
BZW2,28969,419,4,60390,10,919,15.21775128,no link,non-devreg,non-CNS,luxury,-0.4,78,13,9,4,32,9,1,1.29160457,0.215267428,0.149031297,0.066236132,0.529889054,0.149031297,0.016559033
C10orf10,11067,212,2,2622,0,0,0,no link,non-devreg,non-CNS,luxury,-0.03,2,0,0,2,0,0,0,0.762776506,0,0,0.762776506,0,0,0
C10orf105,414152,133,4,8121,0,0,0,no link,non-devreg,non-CNS,luxury,1.21,12,0,1,5,1,0,0,1.477650536,0,0.123137545,0.615687723,0.123137545,0,0
C10orf107,219621,208,2,103373,5,1454,14.06556838,no link,non-devreg,non-CNS,luxury,-0.4,125,44,13,17,15,33,7,1.209213237,0.42564306,0.125758177,0.164453,0.145105588,0.319232295,0.067715941
C10orf11,83938,198,2,774608,4,6195,7.997593622,no link,non-devreg,non-CNS,luxury,0.17,994,187,128,230,147,146,19,1.283229711,0.241412431,0.165244872,0.29692438,0.189773408,0.188482432,0.024528536
C10orf111,221060,155,2,1935,0,0,0,no link,non-devreg,non-CNS,luxury,0.68,3,0,0,1,1,0,0,1.550387597,0,0,0.516795866,0.516795866,0,0
C10orf113,387638,155,4,20797,0,0,0,no link,non-devreg,non-CNS,luxury,1.28,31,10,2,7,8,9,1,1.490599606,0.480838582,0.096167716,0.336587008,0.384670866,0.432754724,0.048083858
C10orf12,26148,1247,2,4545,0,0,0,no link,non-devreg,non-CNS,housekeeping,-0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C10orf120,399814,335,2,2114,1,0,0,no link,non-devreg,non-CNS,luxury,0.11,2,0,0,1,1,0,0,0.946073794,0,0,0.473036897,0.473036897,0,0
C10orf128,170371,105,10,32517,4,204,6.27364148,no link,non-devreg,non-CNS,luxury,0.68,32,11,7,8,1,11,0,0.984100624,0.33828459,0.215272012,0.246025156,0.030753145,0.33828459,0
C10orf131,100127889,176,2,30694,6,150,4.886948589,no link,non-devreg,non-CNS,luxury,NA,31,11,4,2,7,9,2,1.009969375,0.35837623,0.130318629,0.065159315,0.228057601,0.293216915,0.065159315
C10orf142,100130539,130,2,1900,1,0,0,no link,non-devreg,non-CNS,luxury,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C10orf2,56652,684,8,6866,3,63,9.175648121,no link,non-devreg,non-CNS,housekeeping,-0.78,10,0,3,0,7,0,0,1.456452083,0,0.436935625,0,1.019516458,0,0
C10orf25,220979,122,2,3325,0,0,0,no link,non-devreg,non-CNS,luxury,0.59,8,0,2,5,0,0,0,2.406015038,0,0.601503759,1.503759398,0,0,0
C10orf32,119032,106,4,10752,3,65,6.045386905,no link,non-devreg,non-CNS,luxury,-0.16,24,4,4,1,12,4,0,2.232142857,0.37202381,0.37202381,0.093005952,1.116071429,0.37202381,0
C10orf35,219738,121,2,3353,2,9,2.684163436,no link,non-devreg,non-CNS,luxury,0.08,3,0,0,1,1,0,0,0.894721145,0,0,0.298240382,0.298240382,0,0
C10orf53,282966,157,4,29273,1,0,0,no link,non-devreg,non-CNS,luxury,0.39,43,13,6,3,7,12,1,1.468930414,0.444095241,0.204967034,0.102483517,0.239128207,0.409934069,0.034161172
C10orf54,64115,311,2,26024,5,0,0,no link,Devreg,non-CNS,luxury,0.13,41,2,2,18,10,2,0,1.575468798,0.076852136,0.076852136,0.691669228,0.384260682,0.076852136,0
C10orf55,414236,151,2,12809,3,32,2.498243423,no link,non-devreg,non-CNS,luxury,0.68,22,1,2,3,12,1,0,1.717542353,0.078070107,0.156140214,0.234210321,0.936841283,0.078070107,0
C10orf62,414157,223,2,1242,0,0,0,no link,non-devreg,non-CNS,luxury,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C10orf67,256815,185,2,28253,3,85,3.008530068,no link,non-devreg,non-CNS,luxury,0.04,58,15,4,5,19,13,1,2.05287934,0.530917071,0.141577886,0.176972357,0.672494956,0.460128128,0.035394471
C10orf71,118461,1435,2,28351,1,0,0,no link,non-devreg,non-CNS,luxury,2.59,24,3,4,7,2,3,0,0.846530987,0.105816373,0.141088498,0.246904871,0.070544249,0.105816373,0
C10orf76,79591,689,2,210577,24,3745,17.78446839,no link,non-devreg,non-CNS,housekeeping,-0.43,417,86,28,34,218,83,3,1.980273249,0.408401677,0.132967988,0.161461128,1.035250763,0.394155107,0.01424657
C10orf82,143379,154,2,6275,3,37,5.896414343,no link,non-devreg,non-CNS,luxury,-0.03,11,0,1,5,1,0,0,1.752988048,0,0.15936255,0.796812749,0.15936255,0,0
C10orf88,80007,445,2,23501,4,439,18.68005617,no link,non-devreg,non-CNS,housekeeping,-0.18,31,4,5,6,5,3,1,1.319092805,0.170205523,0.212756904,0.255308285,0.212756904,0.127654142,0.042551381
C10orf90,118611,699,2,96437,7,1403,14.548358,no link,non-devreg,non-CNS,luxury,0.8,105,29,11,14,16,23,0,1.08879372,0.300714456,0.114064104,0.145172496,0.165911424,0.238497672,0
C10orf91,170393,145,2,3112,1,0,0,no link,non-devreg,non-CNS,luxury,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C10orf95,79946,257,2,1707,0,0,0,no link,non-devreg,non-CNS,luxury,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C10orf99,387695,81,2,11497,1,0,0,no link,non-devreg,non-CNS,luxury,0.1,16,3,0,4,7,3,0,1.391667391,0.260937636,0,0.347916848,0.608854484,0.260937636,0
C11orf1,64776,150,2,4850,2,17,3.505154639,no link,non-devreg,non-CNS,housekeeping,0.15,8,2,4,0,1,0,2,1.649484536,0.412371134,0.824742268,0,0.206185567,0,0.412371134
C11orf16,56673,467,2,12931,5,150,11.60003093,no link,non-devreg,non-CNS,luxury,1.6,20,0,0,1,14,0,0,1.546670791,0,0,0.07733354,1.082669554,0,0
C11orf21,29125,178,2,5637,3,1,0.177399326,no link,non-devreg,non-CNS,luxury,0.88,1,0,0,0,0,0,0,0.177399326,0,0,0,0,0,0
C11orf24,53838,449,4,10667,2,22,2.062435549,no link,non-devreg,non-CNS,housekeeping,0.16,8,1,2,0,4,1,0,0.749976563,0.09374707,0.187494141,0,0.374988282,0.09374707,0
C11orf30,56946,1322,8,106521,19,2004,18.81319177,no link,non-devreg,non-CNS,luxury,-1.95,164,38,21,30,46,32,1,1.53960252,0.356737169,0.197144225,0.281634607,0.431839731,0.300410248,0.00938782
C11orf31,280636,122,2,2162,2,11,5.087881591,no link,non-devreg,non-CNS,housekeeping,0.22,1,0,0,0,1,0,0,0.46253469,0,0,0,0.46253469,0,0
C11orf40,143501,217,2,6398,2,0,0,no link,non-devreg,non-CNS,luxury,0.8,8,2,0,0,3,0,0,1.250390747,0.312597687,0,0,0.46889653,0,0
C11orf42,160298,333,2,5568,1,0,0,no link,non-devreg,non-CNS,luxury,0,8,0,4,1,2,0,0,1.436781609,0,0.718390805,0.179597701,0.359195402,0,0
C11orf44,283171,122,2,44397,1,0,0,no link,non-devreg,non-CNS,luxury,NA,64,15,13,15,6,9,4,1.441538843,0.337860666,0.292812577,0.337860666,0.135144267,0.2027164,0.090096178
C11orf45,219833,145,4,6133,2,0,0,no link,non-devreg,non-CNS,luxury,0.06,7,0,2,2,0,0,0,1.141366379,0,0.32610468,0.32610468,0,0,0
C11orf49,79096,337,10,225559,7,3278,14.532783,no link,non-devreg,non-CNS,luxury,-0.53,438,98,42,68,168,71,16,1.941842267,0.434476124,0.186204053,0.301473229,0.744816212,0.314773518,0.070934877
C11orf52,91894,123,2,14136,3,205,14.50198076,no link,non-devreg,non-CNS,luxury,0.41,31,3,4,8,12,3,0,2.192982456,0.212224109,0.282965478,0.565930956,0.848896435,0.212224109,0
C11orf53,341032,236,2,30266,2,102,3.370118285,no link,non-devreg,non-CNS,luxury,-0.18,43,5,5,10,14,5,0,1.42073614,0.165201877,0.165201877,0.330403753,0.462565255,0.165201877,0
C11orf54,28970,265,12,21455,6,312,14.54206479,no link,non-devreg,non-CNS,luxury,0.35,42,5,1,4,28,4,1,1.957585644,0.23304591,0.046609182,0.186436728,1.305057096,0.186436728,0.046609182
C11orf57,55216,293,12,10907,4,271,24.8464289,no link,non-devreg,non-CNS,housekeeping,-0.21,17,2,3,4,7,2,0,1.558632071,0.183368479,0.275052718,0.366736958,0.641789676,0.183368479,0
C11orf58,10944,183,2,19754,3,183,9.263946542,no link,non-devreg,non-CNS,housekeeping,0.04,23,0,2,1,12,0,0,1.16432115,0,0.101245317,0.050622659,0.607471904,0,0
C11orf63,79864,778,4,77195,7,1406,18.21361487,no link,non-devreg,CNS,luxury,-1.28,150,24,23,22,55,20,0,1.943131032,0.310900965,0.297946758,0.284992551,0.712481378,0.259084138,0
C11orf65,160140,313,2,84532,7,368,4.353380968,no link,non-devreg,non-CNS,luxury,0.66,176,64,8,13,68,50,10,2.082051767,0.757109734,0.094638717,0.153787915,0.804429092,0.591491979,0.118298396
C11orf68,83638,293,4,2249,0,0,0,no link,non-devreg,non-CNS,luxury,0.57,3,0,0,3,0,0,0,1.333926189,0,0,1.333926189,0,0,0
C11orf70,85016,267,4,37123,5,344,9.266492471,no link,non-devreg,non-CNS,luxury,-0.23,79,6,9,7,37,6,0,2.128060771,0.161624869,0.242437303,0.188562347,0.99668669,0.161624869,0
C11orf71,54494,147,4,9103,0,0,0,no link,non-devreg,non-CNS,luxury,0.28,22,2,2,3,7,2,0,2.416785675,0.219707789,0.219707789,0.329561683,0.76897726,0.219707789,0
C11orf73,51501,197,2,43733,3,226,5.167722315,no link,non-devreg,non-CNS,housekeeping,0.04,101,32,7,6,40,28,2,2.309468822,0.731712894,0.160062196,0.137196168,0.914641118,0.640248782,0.045732056
C11orf74,119710,221,14,64520,4,1032,15.9950403,no link,non-devreg,non-CNS,luxury,0.19,81,11,16,21,7,6,4,1.255424675,0.170489771,0.247985121,0.325480471,0.10849349,0.09299442,0.06199628
C11orf80,79703,677,4,98781,15,1184,11.98611069,no link,non-devreg,non-CNS,luxury,0.11,254,56,8,25,137,47,2,2.571344692,0.566910641,0.080987234,0.253085107,1.386906389,0.475800002,0.020246809
C11orf84,144097,381,2,14268,4,4,0.280347631,no link,non-devreg,non-CNS,luxury,0.02,30,0,11,3,14,0,0,2.102607233,0,0.770955985,0.210260723,0.981216709,0,0
C11orf85,283129,216,4,21679,8,455,20.98805295,no link,non-devreg,non-CNS,luxury,-0.43,50,1,6,7,30,0,0,2.306379446,0.046127589,0.276765533,0.322893122,1.383827667,0,0
C11orf86,254439,115,2,1726,0,0,0,no link,non-devreg,non-CNS,luxury,0.06,2,0,1,1,0,0,0,1.158748552,0,0.579374276,0.579374276,0,0,0
C11orf87,399947,197,2,7048,0,0,0,no link,non-devreg,non-CNS,luxury,0.04,1,0,0,0,0,0,0,0.141884222,0,0,0,0,0,0
C11orf88,399949,196,4,22247,5,425,19.10369938,no link,non-devreg,non-CNS,luxury,1.15,30,0,10,5,6,0,0,1.348496426,0,0.449498809,0.224749404,0.269699285,0,0
C11orf91,100131378,193,2,2633,0,0,0,no link,non-devreg,non-CNS,luxury,NA,1,0,0,0,1,0,0,0.379794911,0,0,0,0.379794911,0,0
C11orf94,143678,98,2,748,1,0,0,no link,non-devreg,non-CNS,luxury,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C11orf95,65998,678,2,8750,3,12,1.371428571,no link,non-devreg,non-CNS,luxury,NA,4,0,0,3,0,0,0,0.457142857,0,0,0.342857143,0,0,0
C11orf96,387763,122,2,1328,0,0,0,no link,non-devreg,non-CNS,luxury,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C11orf97,643037,126,2,19595,2,187,9.543250829,no link,non-devreg,non-CNS,luxury,NA,31,0,7,7,8,0,0,1.582036234,0,0.357233988,0.357233988,0.408267415,0,0
C12orf10,60314,376,2,7496,5,156,20.81109925,no link,non-devreg,non-CNS,housekeeping,0.78,12,0,1,2,8,0,0,1.600853789,0,0.133404482,0.266808965,1.067235859,0,0
C12orf29,91298,325,2,14670,5,205,13.9740968,no link,non-devreg,non-CNS,housekeeping,-0.1,12,2,7,1,1,2,0,0.81799591,0.136332652,0.477164281,0.068166326,0.068166326,0.136332652,0
C12orf4,57102,552,4,50737,12,935,18.42836589,no link,non-devreg,non-CNS,luxury,-0.6,62,22,10,5,11,17,4,1.221987898,0.433608609,0.197094822,0.098547411,0.216804305,0.335061198,0.078837929
C12orf40,283461,652,2,95749,11,555,5.796405184,no link,non-devreg,non-CNS,luxury,1.07,90,38,13,4,10,28,4,0.939957597,0.396870986,0.135771653,0.041775893,0.104439733,0.292431253,0.041775893
C12orf42,374470,360,8,194014,4,1736,8.94780789,no link,non-devreg,non-CNS,luxury,1.6,278,80,45,56,21,51,15,1.432886287,0.412341377,0.231942025,0.288638964,0.108239612,0.262867628,0.077314008
C12orf43,64897,262,14,13453,4,68,5.054634654,no link,non-devreg,non-CNS,luxury,0.26,38,2,5,13,10,2,0,2.824648777,0.148665725,0.371664313,0.966327213,0.743328626,0.148665725,0
C12orf45,121053,185,2,8408,2,69,8.206470029,no link,non-devreg,non-CNS,housekeeping,0.28,15,2,3,4,1,2,0,1.784015224,0.237868696,0.356803045,0.475737393,0.118934348,0.237868696,0
C12orf49,79794,205,2,22248,3,80,3.595828839,no link,non-devreg,non-CNS,luxury,0.19,44,11,5,3,11,10,0,1.977705861,0.494426465,0.224739302,0.134843581,0.494426465,0.449478605,0
C12orf50,160419,414,2,49361,11,493,9.987642066,no link,non-devreg,non-CNS,luxury,0.35,71,27,6,6,9,20,7,1.438382529,0.546990539,0.121553453,0.121553453,0.18233018,0.405178177,0.141812362
C12orf54,121273,127,2,14012,7,226,16.12903226,no link,non-devreg,non-CNS,luxury,0.57,17,3,1,1,8,3,0,1.213245789,0.214102198,0.071367399,0.071367399,0.570939195,0.214102198,0
C12orf56,115749,622,4,123583,11,611,4.944045702,no link,non-devreg,non-CNS,luxury,-0.25,284,37,22,19,129,25,9,2.298050703,0.29939393,0.178018012,0.153742829,1.04383289,0.202293196,0.07282555
C12orf57,113246,146,10,2089,1,0,0,no link,non-devreg,non-CNS,housekeeping,-0.12,1,0,0,0,1,0,0,0.478697942,0,0,0,0.478697942,0,0
C12orf60,144608,245,2,20286,0,0,0,no link,non-devreg,non-CNS,luxury,0.42,25,11,4,1,5,8,3,1.232377009,0.542245884,0.197180321,0.04929508,0.246475402,0.394360643,0.147885241
C12orf65,91574,166,6,24663,1,0,0,no link,non-devreg,non-CNS,housekeeping,0.13,53,7,0,2,35,1,0,2.14896809,0.283825974,0,0.081093135,1.419129871,0.040546568,0
C12orf66,144577,445,6,29658,1,0,0,no link,non-devreg,non-CNS,housekeeping,0.35,39,11,3,4,15,6,4,1.314990896,0.370894868,0.101153146,0.134870861,0.505765729,0.202306292,0.134870861
C12orf71,728858,269,2,1466,0,0,0,no link,non-devreg,non-CNS,luxury,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C12orf73,728568,71,2,7013,1,0,0,no link,non-devreg,non-CNS,luxury,0.83,11,2,2,1,2,2,0,1.568515614,0.285184657,0.285184657,0.142592329,0.285184657,0.285184657,0
C12orf74,338809,190,4,5707,1,0,0,no link,non-devreg,non-CNS,luxury,0.55,5,0,1,1,2,0,0,0.876117049,0,0.17522341,0.17522341,0.35044682,0,0
C12orf75,387882,63,2,40883,4,503,12.30340239,no link,non-devreg,non-CNS,luxury,0.12,55,2,3,10,21,1,1,1.345302448,0.048920089,0.073380134,0.244600445,0.513660935,0.024460045,0.024460045
C12orf76,400073,96,2,32457,2,195,6.007948979,asd-linked,non-devreg,non-CNS,luxury,-0.1,102,12,9,12,42,12,0,3.142619466,0.369719937,0.277289953,0.369719937,1.29401978,0.369719937,0
C12orf77,196415,145,2,4009,2,0,0,no link,non-devreg,non-CNS,luxury,0.66,7,0,0,1,5,0,0,1.746071339,0,0,0.249438763,1.247193814,0,0
C12orf79,256021,96,6,157696,3,42,0.266335227,no link,non-devreg,non-CNS,luxury,NA,263,51,43,57,64,33,10,1.667765828,0.323407062,0.272676542,0.361454951,0.405844156,0.209263393,0.063413149
C12orf80,283403,143,2,5275,2,2,0.379146919,no link,non-devreg,non-CNS,luxury,NA,4,0,0,4,0,0,0,0.758293839,0,0,0.758293839,0,0,0
C14orf1,11161,140,2,10306,3,110,10.67339414,no link,non-devreg,non-CNS,housekeeping,0.01,13,3,0,4,3,3,0,1.261401126,0.291092567,0,0.388123423,0.291092567,0.291092567,0
C14orf105,55195,296,12,23982,4,236,9.840713869,no link,non-devreg,non-CNS,luxury,0.53,32,4,8,6,6,3,1,1.334334084,0.16679176,0.333583521,0.250187641,0.250187641,0.12509382,0.04169794
C14orf119,55017,140,2,4983,0,0,0,no link,non-devreg,non-CNS,housekeeping,0.17,5,0,0,0,5,0,0,1.003411599,0,0,0,1.003411599,0,0
C14orf132,56967,83,8,54566,0,0,0,no link,non-devreg,non-CNS,luxury,NA,90,16,9,27,12,14,1,1.649378734,0.293222886,0.164937873,0.49481362,0.219917165,0.256570025,0.01832643
C14orf142,84520,100,2,4223,0,0,0,no link,non-devreg,non-CNS,housekeeping,0.04,10,3,1,0,6,3,0,2.367984845,0.710395453,0.236798484,0,1.420790907,0.710395453,0
C14orf159,80017,616,18,110725,13,1162,10.49446828,no link,non-devreg,non-CNS,luxury,1.89,288,42,24,36,130,40,1,2.601038609,0.379318131,0.216753217,0.325129826,1.174079928,0.361255362,0.009031384
C14orf166,51637,244,2,15193,6,362,23.82676232,no link,non-devreg,non-CNS,housekeeping,-0.32,15,2,0,6,2,2,0,0.987296781,0.131639571,0,0.394918713,0.131639571,0.131639571,0
C14orf169,79697,641,2,2462,0,0,0,no link,non-devreg,non-CNS,luxury,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C14orf177,283598,125,2,6154,2,78,12.67468313,no link,non-devreg,non-CNS,luxury,0.46,10,0,0,4,3,0,0,1.624959376,0,0,0.64998375,0.487487813,0,0
C14orf178,283579,122,4,8913,1,0,0,no link,non-devreg,non-CNS,luxury,0.48,26,6,0,8,9,6,0,2.9170874,0.673174015,0,0.897565354,1.009761023,0.673174015,0
C14orf180,400258,160,6,10128,3,30,2.962085308,no link,non-devreg,non-CNS,luxury,NA,4,0,0,4,0,0,0,0.394944708,0,0,0.394944708,0,0,0
C14orf2,9556,58,4,9279,2,52,5.604052161,no link,non-devreg,non-CNS,housekeeping,0.3,20,0,2,5,12,0,0,2.155404677,0,0.215540468,0.538851169,1.293242806,0,0
C14orf28,122525,310,2,9954,3,100,10.04621258,no link,non-devreg,non-CNS,housekeeping,0.55,6,0,0,2,3,0,0,0.602772755,0,0,0.200924252,0.301386377,0,0
C14orf37,145407,774,2,148040,6,2107,14.23263983,no link,non-devreg,non-CNS,luxury,0.43,215,44,22,25,49,33,7,1.452310186,0.297216968,0.148608484,0.168873277,0.330991624,0.222912726,0.047284518
C14orf39,317761,587,2,50091,16,994,19.84388413,no link,non-devreg,non-CNS,luxury,1.18,63,30,11,6,7,26,4,1.257710966,0.598909984,0.219600327,0.119781997,0.139745663,0.519055319,0.079854665
C14orf79,122616,325,2,9240,3,55,5.952380952,no link,non-devreg,non-CNS,luxury,-0.16,9,0,2,0,5,0,0,0.974025974,0,0.216450216,0,0.541125541,0,0
C14orf80,283643,426,8,8000,6,103,12.875,no link,non-devreg,non-CNS,luxury,0.93,1,0,0,0,1,0,0,0.125,0,0,0,0.125,0,0
C14orf93,60686,538,12,23251,5,152,6.537353232,no link,non-devreg,non-CNS,luxury,-0.54,33,0,0,2,27,0,0,1.419293794,0,0,0.086017806,1.161240377,0,0
C15orf26,161502,301,2,14873,5,298,20.0363074,no link,non-devreg,non-CNS,luxury,-0.65,25,5,0,3,8,3,2,1.680898272,0.336179654,0,0.201707793,0.537887447,0.201707793,0.134471862
C15orf27,123591,531,2,145006,9,1375,9.482366247,no link,non-devreg,non-CNS,luxury,0.2,280,34,43,52,86,30,1,1.930954581,0.234473056,0.296539454,0.358605851,0.593078907,0.206887991,0.006896266
C15orf32,145858,178,4,29441,1,0,0,no link,non-devreg,non-CNS,luxury,0.46,38,13,4,8,3,6,3,1.290717027,0.441561088,0.13586495,0.2717299,0.101898713,0.203797425,0.101898713
C15orf38-AP3S2,100526783,394,2,82392,8,439,5.328187203,no link,non-devreg,non-CNS,housekeeping,-0.87,164,33,12,18,77,29,1,1.990484513,0.400524323,0.145645208,0.218467812,0.934556753,0.35197592,0.012137101
C15orf39,56905,1047,2,10290,1,0,0,no link,non-devreg,non-CNS,luxury,0.72,5,0,1,2,2,0,0,0.485908649,0,0.09718173,0.19436346,0.19436346,0,0
C15orf40,123207,167,10,21023,3,419,19.93055225,no link,non-devreg,non-CNS,luxury,1.04,34,0,3,5,20,0,0,1.617276316,0,0.142700851,0.237834752,0.95133901,0,0
C15orf41,84529,281,8,230638,10,3891,16.87059374,no link,non-devreg,non-CNS,luxury,-0.01,237,47,27,40,57,39,7,1.027584353,0.203782551,0.117066572,0.173431958,0.247140541,0.169096159,0.030350593
C15orf43,145645,220,2,22522,5,313,13.89752242,no link,non-devreg,non-CNS,luxury,0.77,45,4,2,4,21,4,0,1.998046355,0.17760412,0.08880206,0.17760412,0.932421632,0.17760412,0
C15orf48,84419,83,4,2921,2,36,12.32454639,no link,non-devreg,non-CNS,luxury,0.08,1,0,0,0,1,0,0,0.342348511,0,0,0,0.342348511,0,0
C15orf52,388115,534,2,9516,9,73,7.671290458,no link,non-devreg,non-CNS,luxury,-0.24,9,0,2,4,1,0,0,0.945775536,0,0.210172341,0.420344683,0.105086171,0,0
C15orf53,400359,179,2,3441,0,0,0,no link,non-devreg,non-CNS,luxury,0.24,2,0,0,1,0,0,0,0.581226388,0,0,0.290613194,0,0,0
C15orf54,400360,183,4,4164,0,0,0,no link,non-devreg,non-CNS,luxury,0.75,6,2,2,1,0,2,0,1.44092219,0.480307397,0.480307397,0.240153698,0,0.480307397,0
C15orf56,644809,161,2,2245,0,0,0,no link,non-devreg,non-CNS,luxury,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C15orf57,90416,194,8,11955,2,134,11.20869929,no link,non-devreg,non-CNS,housekeeping,0.04,16,4,1,2,9,1,0,1.338352154,0.334588038,0.08364701,0.167294019,0.752823087,0.08364701,0
